age,income,loan_amount,loan_term,credit_history_length,num_credit_accounts,late_payments,num_defaults,total_debt,employment_length,home_ownership,education_level,marital_status,dependents,has_credit_card,credit_card_utilization,annual_interest_rate,prior_loan_defaults,credit_risk
33.0,24480.657897331006,35457.20970079469,60,4.0,1.0,6.0,5.0,12985.159918561829,9.0,Mortgage,Bachelor,Single,0.0,1.0,0.5028166406559741,14.603068149568482,0.0,Bad
32.0,152835.899976008,4218.758255809333,60,26.0,9.0,0.0,0.0,3561.7716248061774,14.0,Mortgage,High School,Married,2.0,1.0,0.13675852813664005,8.388274928260033,1.0,Good
20.0,15000.0,5000.0,36,7.0,2.0,4.0,3.0,26894.4511392204,0.0,Rent,High School,Single,0.0,1.0,0.5538780813052494,11.746961627381086,1.0,Bad
29.0,78807.34317312595,5985.551329050014,84,23.0,17.0,1.0,0.0,1687.8794229602001,11.0,Mortgage,High School,Married,0.0,0.0,0.1470300910952684,9.44183017784864,0.0,Good
34.0,47151.148673153664,19491.296410937695,36,26.0,13.0,0.0,0.0,5481.77041383457,16.0,Own,Master,Single,0.0,1.0,0.1906318145844325,11.340863991258589,0.0,Good
74.0,33068.51974321177,19931.778131019375,24,25.0,16.0,0.0,0.0,9376.262543336472,18.0,Rent,Master,Married,0.0,1.0,0.2433385416713285,3.667407760599397,0.0,Good
28.0,52550.01903632489,28170.641544003814,12,26.0,9.0,2.0,0.0,1951.608104102466,9.0,Mortgage,High School,Married,4.0,1.0,0.2459619922336026,2.818915011510322,0.0,Good
21.0,15000.0,23481.75724081352,72,8.0,4.0,6.0,1.0,5000.0,3.0,Rent,Bachelor,Single,0.0,1.0,0.7948623186801361,20.46895235155897,1.0,Good
65.0,46229.81453946793,11143.779548616994,36,28.0,16.0,1.0,0.0,17287.857806335192,8.0,Mortgage,Bachelor,Married,1.0,1.0,0.24713583735706857,12.92490093970275,0.0,Good
33.0,47897.07692702611,6856.811126493311,36,10.0,12.0,2.0,0.0,6369.409409228985,15.0,Rent,Bachelor,Single,1.0,1.0,0.20681415000621545,13.990377714078555,0.0,Good
38.0,86988.45510773492,8909.532447176005,24,21.0,11.0,0.0,0.0,3795.9975043487025,20.0,Own,Master,Married,0.0,1.0,0.3829867884664884,3.603611102459339,0.0,Bad
26.0,22861.076697112632,6709.248456723765,36,9.0,5.0,0.0,0.0,5143.007020280416,6.0,Mortgage,Bachelor,Married,0.0,1.0,0.1838711612225539,13.11032875433989,0.0,Good
45.0,48672.30255308667,3620.185089537329,48,8.0,11.0,2.0,0.0,763.7546451092848,27.0,Mortgage,Bachelor,Married,2.0,1.0,0.20443002299586152,2.7665042698022475,0.0,Good
25.0,40390.27151585625,7774.448661547825,36,11.0,13.0,3.0,0.0,2714.044288694142,6.0,Mortgage,High School,Married,1.0,1.0,0.050514970527273995,6.881147336334803,0.0,Good
49.0,27488.163214466815,11021.73675063996,36,17.0,7.0,0.0,0.0,14402.865414202199,26.0,Mortgage,PhD,Divorced,2.0,1.0,0.10046796923785502,5.0319306259609595,0.0,Good
37.0,16685.88575555405,26670.656512101134,60,5.0,7.0,2.0,4.0,29304.479057448156,10.0,Mortgage,High School,Married,0.0,1.0,0.588224730848475,18.181731663924943,1.0,Bad
66.0,26779.521057727587,1892.7283854630014,72,27.0,13.0,0.0,0.0,5548.790654840215,33.0,Own,Associate,Married,0.0,1.0,0.22403134202229125,12.425486194308316,0.0,Good
44.0,15000.0,73611.80828599099,60,7.0,8.0,1.0,2.0,33013.20802149739,4.0,Mortgage,Associate,Widowed,1.0,1.0,0.7371234470328465,16.01565133880723,1.0,Bad
72.0,39065.0392763393,7620.3902464460425,24,8.0,8.0,1.0,0.0,3302.930968156288,3.0,Mortgage,Bachelor,Married,1.0,1.0,0.22185700166372926,5.673655038949747,0.0,Good
71.0,174672.92707326412,15249.666810284541,36,18.0,14.0,0.0,0.0,18058.42105850164,10.0,Mortgage,Master,Married,0.0,1.0,0.2614976711331875,6.714346752508416,0.0,Good
33.0,38039.95091085348,16389.48740279641,24,5.0,16.0,0.0,1.0,3050.3429390877586,15.0,Mortgage,Associate,Married,4.0,1.0,0.21125409366694034,8.861252525631205,0.0,Good
36.0,45284.26743128835,13316.593493354874,12,27.0,9.0,2.0,0.0,9377.996328143057,18.0,Mortgage,Bachelor,Married,2.0,0.0,0.07878159134330075,12.666678746599528,0.0,Good
49.0,20000.0,12936.118663631367,24,6.0,10.0,1.0,1.0,1956.1282660648087,22.0,Mortgage,Bachelor,Single,1.0,1.0,0.14931262970230255,13.12412616356005,0.0,Good
43.0,43701.26527173186,7093.561628254764,48,13.0,7.0,2.0,0.0,41523.21752833426,18.0,Mortgage,High School,Married,0.0,1.0,0.08612226774982161,2.5041345051030177,0.0,Good
41.0,15000.0,32800.41430536266,60,6.0,1.0,2.0,2.0,15461.656079930302,11.0,Own,High School,Married,0.0,1.0,0.7421090911517294,14.047058541869578,0.0,Good
35.0,51574.426170064355,25343.060674827066,48,9.0,11.0,0.0,0.0,8856.701030329647,17.0,Mortgage,Bachelor,Single,2.0,0.0,0.2562370212010205,9.881915706543552,0.0,Good
61.0,15000.0,13877.564350416036,60,6.0,3.0,5.0,1.0,11106.138262004379,4.0,Rent,High School,Married,2.0,1.0,0.7361101204365957,13.062497218686442,1.0,Bad
31.0,104543.37188547745,25412.88239618543,24,9.0,7.0,1.0,0.0,8628.996238164866,13.0,Own,Bachelor,Single,2.0,1.0,0.2696375928015906,11.097043732605883,0.0,Good
20.0,64999.57814604895,31463.55711956621,60,3.0,9.0,4.0,1.0,28347.110652261355,0.0,Mortgage,High School,Married,0.0,1.0,0.7235306525683395,10.262339076970827,1.0,Bad
61.0,41119.24593793641,1810.5164731490172,36,22.0,10.0,0.0,0.0,5376.918198179119,21.0,Other,Master,Single,4.0,1.0,0.11408482494784736,9.09819893731229,0.0,Good
34.0,17100.205524103414,24951.938731275688,72,5.0,6.0,8.0,3.0,13428.736690086618,11.0,Rent,High School,Married,0.0,1.0,0.5825900497479273,27.15808229982285,0.0,Bad
41.0,26362.641904251926,24775.682547865457,24,5.0,18.0,2.0,0.0,6215.348730601607,23.0,Rent,Associate,Married,1.0,0.0,0.18859590082200378,6.396869788203157,0.0,Good
54.0,29149.27910061128,10942.343950508699,24,14.0,14.0,2.0,0.0,3434.969583037214,36.0,Own,High School,Single,1.0,1.0,0.14116072902106627,8.429195979330913,0.0,Good
63.0,47408.39156274458,6580.210179875165,24,11.0,6.0,0.0,0.0,2673.7864655485055,17.0,Mortgage,Associate,Married,1.0,1.0,0.37641653664365604,3.500318230194427,0.0,Good
58.0,36291.543822144595,35955.31105270415,84,6.0,4.0,4.0,3.0,11324.6555243023,5.0,Rent,Associate,Single,2.0,1.0,0.6640128563079373,25.798758107615726,0.0,Bad
43.0,80410.4701925425,16746.477603412393,48,16.0,19.0,0.0,0.0,7264.0192701002525,25.0,Own,Master,Single,1.0,1.0,0.16258595515596594,4.821498805633702,1.0,Good
28.0,78532.87565302414,39071.18943625797,48,10.0,18.0,0.0,0.0,2556.149050031219,10.0,Mortgage,Master,Married,3.0,1.0,0.10498123267179263,12.324083525136905,0.0,Good
44.0,66282.85771937475,9029.255207888742,24,21.0,14.0,1.0,0.0,6865.254020517222,3.0,Mortgage,Bachelor,Married,0.0,1.0,0.09512554792270335,14.796449019298754,0.0,Good
55.0,23906.04824470247,44946.535185477216,48,11.0,8.0,2.0,1.0,44329.91336008224,10.0,Mortgage,High School,Single,1.0,0.0,0.335283222733515,16.920194739403556,1.0,Good
63.0,22207.73726944083,3415.784549851934,48,10.0,16.0,0.0,0.0,1643.9550001275252,15.0,Mortgage,Bachelor,Single,0.0,1.0,0.2306349484459775,7.135675561758277,0.0,Good
23.0,21918.01943217529,28737.62707113377,48,2.0,9.0,6.0,3.0,49627.86128744569,0.0,Rent,Associate,Divorced,0.0,1.0,0.6801974572542699,18.606141179338493,1.0,Bad
42.0,55457.11096273616,8982.055436268098,36,24.0,15.0,0.0,0.0,3808.5485496276765,24.0,Mortgage,Bachelor,Married,0.0,1.0,0.18990121526915438,6.689674932457604,0.0,Good
58.0,42525.32010641019,4796.185948218592,36,25.0,6.0,1.0,0.0,10159.670883895828,11.0,Rent,Associate,Single,4.0,1.0,0.19278562053831613,10.682952243237555,0.0,Good
35.0,35338.391508521156,49159.35627620363,24,28.0,5.0,1.0,2.0,6031.140535614503,17.0,Mortgage,High School,Divorced,0.0,1.0,0.14074393939165317,13.049457814214978,0.0,Good
57.0,39019.10860429727,9213.598182298765,60,24.0,7.0,0.0,0.0,11160.230517917013,13.0,Mortgage,High School,Single,1.0,0.0,0.3022358474427916,3.490139450186768,0.0,Good
41.0,51565.79602367492,4735.312697651073,60,28.0,6.0,1.0,0.0,3608.0780777719706,10.0,Mortgage,High School,Married,2.0,1.0,0.2817169566762371,14.688376322037673,0.0,Good
66.0,20490.51805149047,7105.188837142597,36,15.0,16.0,1.0,0.0,3483.478875870621,37.0,Rent,Bachelor,Single,1.0,1.0,0.09658861896664966,10.781477689086648,0.0,Good
62.0,35226.46168254337,5189.398952115272,24,10.0,7.0,0.0,0.0,10573.136790242026,38.0,Mortgage,Bachelor,Married,1.0,1.0,0.33857768857160814,10.551099949148039,0.0,Good
35.0,15000.0,12158.62205858835,72,4.0,5.0,2.0,1.0,10907.86206328235,0.0,Own,Associate,Divorced,4.0,1.0,0.6448288378913777,19.62340923200363,1.0,Bad
22.0,32059.064852990152,10980.927667930287,24,13.0,15.0,1.0,0.0,4244.21628723378,4.0,Rent,Bachelor,Married,1.0,1.0,0.1381973842529061,11.640184639918225,0.0,Good
63.0,52084.89857789725,8451.559547307514,48,10.0,13.0,0.0,0.0,720.0406497258548,31.0,Rent,Bachelor,Married,0.0,1.0,0.27505514032184336,8.38159702837136,0.0,Good
53.0,15000.0,17054.340506380653,60,7.0,3.0,4.0,2.0,15716.646647156984,4.0,Rent,High School,Divorced,3.0,1.0,0.7945096271749994,10.69716804738382,1.0,Bad
45.0,75244.50242431684,13937.52679036229,60,9.0,12.0,0.0,0.0,9304.035889553976,26.0,Rent,Bachelor,Married,0.0,1.0,0.11444671064376614,10.511734168878208,0.0,Good
37.0,15000.0,20165.056703772094,48,1.0,5.0,3.0,3.0,9164.479773035611,3.0,Mortgage,Associate,Single,2.0,1.0,0.20001083232742378,24.00366521497138,0.0,Bad
25.0,101207.35994159784,8474.132671747771,48,9.0,12.0,1.0,0.0,16408.406462796047,7.0,Own,Associate,Married,1.0,1.0,0.2041222335101681,4.280890238299467,1.0,Good
45.0,35641.70563779221,2617.0144285492065,36,8.0,11.0,0.0,0.0,9755.690846033727,19.0,Mortgage,PhD,Married,0.0,1.0,0.05488447412186518,6.216394575937813,0.0,Good
33.0,34618.39398208788,3118.3497842704915,36,15.0,18.0,0.0,0.0,10976.26783156235,15.0,Own,Master,Single,1.0,0.0,0.1705575775486205,7.593492695648284,0.0,Good
34.0,60475.546523037825,5796.5756473779575,36,17.0,11.0,0.0,1.0,3418.2172568607607,16.0,Mortgage,High School,Widowed,0.0,0.0,0.3081205823932567,7.48884049835745,0.0,Good
47.0,54039.18912677005,13155.276417763524,48,18.0,7.0,0.0,1.0,7361.295297816208,29.0,Mortgage,Bachelor,Married,0.0,1.0,0.2032335474840607,6.805392986396497,0.0,Good
52.0,31530.78957588938,4257.5007280688715,60,16.0,15.0,2.0,0.0,28409.399813719105,29.0,Own,Master,Married,1.0,1.0,0.1084876771388278,10.633919549652681,0.0,Good
71.0,39190.96069772567,14980.2393860657,48,6.0,10.0,2.0,0.0,3011.592328464789,38.0,Own,Master,Married,0.0,1.0,0.05974674447372792,9.053262581565608,0.0,Bad
58.0,15000.0,49000.333255791804,36,11.0,6.0,6.0,0.0,66920.02088473072,2.0,Rent,Associate,Married,1.0,1.0,0.2759919211417307,24.351101196573225,1.0,Bad
45.0,21981.295167279557,28617.50477072006,48,2.0,9.0,9.0,2.0,34865.17476073686,4.0,Rent,Associate,Divorced,2.0,1.0,0.6877270691063279,23.60822990717357,1.0,Bad
61.0,24295.66757406035,7489.6400234110615,36,9.0,7.0,0.0,0.0,12302.766463537577,7.0,Mortgage,Master,Single,0.0,1.0,0.22580004480122498,14.055972555199487,0.0,Good
41.0,43555.132548788024,37307.606711112,60,2.0,7.0,0.0,3.0,12245.005578499648,9.0,Rent,Bachelor,Divorced,1.0,1.0,0.6267171551908445,27.550499757045856,1.0,Good
40.0,25523.479808657758,14580.825925199659,48,11.0,6.0,5.0,1.0,12587.70441403251,14.0,Rent,High School,Single,1.0,1.0,0.5651150001599637,12.311383888055637,1.0,Good
65.0,148415.6864696283,6320.097859766842,36,9.0,9.0,1.0,0.0,1566.589806968308,35.0,Mortgage,Master,Widowed,2.0,1.0,0.043497442296117954,6.792377380085459,0.0,Good
37.0,74030.01515221022,21340.54296611581,36,16.0,11.0,0.0,0.0,4530.877575028811,16.0,Mortgage,PhD,Married,1.0,0.0,0.11448827898568109,10.771664982880516,0.0,Good
74.0,68883.45441114853,22936.743557386966,36,26.0,4.0,0.0,0.0,6731.630419959365,19.0,Rent,Associate,Married,0.0,0.0,0.18780675567848187,14.980355008602402,0.0,Good
43.0,15000.0,17958.91795835356,48,8.0,3.0,4.0,1.0,69016.808728179,0.0,Mortgage,High School,Divorced,0.0,1.0,0.7817324984855272,24.1723923949078,1.0,Good
33.0,19389.3700709972,35393.862720670055,36,3.0,3.0,6.0,0.0,17147.52479965795,2.0,Other,High School,Married,1.0,1.0,0.8285482838498953,20.30653785572617,1.0,Good
60.0,25569.710074421528,22556.192075171562,48,11.0,4.0,2.0,1.0,20651.66274405893,12.0,Mortgage,High School,Single,1.0,1.0,0.5978316252618954,26.68370008099199,0.0,Bad
46.0,25339.75007554599,10539.816207044487,36,6.0,9.0,1.0,0.0,1460.8477061913172,9.0,Other,Bachelor,Divorced,4.0,1.0,0.3777266540011831,4.816588635775431,1.0,Good
40.0,59977.11977753208,4196.1585799346585,72,12.0,16.0,0.0,0.0,7634.428107445697,5.0,Own,Associate,Married,1.0,1.0,0.11883578835569883,8.055488223967638,0.0,Bad
48.0,65391.64823881971,7834.697520681455,36,7.0,8.0,1.0,0.0,2957.1140818920016,7.0,Own,Associate,Married,1.0,1.0,0.09178356815937752,10.721439547472361,0.0,Good
39.0,20000.0,8101.842619562247,60,16.0,6.0,2.0,0.0,4921.569120306663,12.0,Own,Master,Single,3.0,1.0,0.15402040254771976,10.469763284124923,0.0,Good
28.0,23448.34476005674,8975.2652934869,36,9.0,4.0,2.0,1.0,5051.279860212821,8.0,Mortgage,Associate,Married,1.0,0.0,0.8902449575493655,24.65462355522091,1.0,Bad
67.0,36080.4070336445,5967.605231327308,36,7.0,8.0,0.0,0.0,3375.7411180601302,31.0,Mortgage,Bachelor,Single,2.0,1.0,0.30383485787938574,6.2640863936609446,0.0,Bad
34.0,71499.775103742,31008.240826684803,24,15.0,15.0,0.0,0.0,6420.945028732148,13.0,Rent,PhD,Married,0.0,1.0,0.16720763033464317,2.4360413581046356,0.0,Good
61.0,133201.70644656383,29776.657019237475,48,12.0,7.0,2.0,0.0,6668.765956948433,10.0,Own,Master,Married,0.0,1.0,0.11948367891421441,5.358400513783057,0.0,Good
63.0,39094.594614348825,8039.759927617538,84,9.0,1.0,6.0,1.0,36535.59110015189,11.0,Rent,High School,Widowed,1.0,1.0,0.8331277595431519,10.885905027138293,1.0,Bad
25.0,15000.0,8338.360012224835,36,1.0,4.0,7.0,0.0,35847.66930369955,7.0,Own,High School,Divorced,3.0,1.0,0.4780556128642898,25.953114583944078,1.0,Bad
52.0,45300.75552010046,19449.83541496214,48,28.0,17.0,0.0,0.0,1162.0127784289812,31.0,Mortgage,Associate,Single,2.0,1.0,0.1596953166036381,2.7153802837488312,0.0,Good
59.0,46273.05873287727,23223.096400986473,12,24.0,4.0,0.0,0.0,12616.295085473963,18.0,Mortgage,Associate,Single,1.0,1.0,0.3131486187632255,12.019710355863902,0.0,Good
33.0,50105.989154571056,5984.668625535211,48,7.0,3.0,0.0,1.0,13161.176026802212,15.0,Own,Associate,Single,1.0,1.0,0.14382149333936253,7.2693177390701855,1.0,Good
70.0,63129.0669290684,5385.374998864884,60,22.0,5.0,0.0,0.0,6524.681757617419,8.0,Other,Master,Single,1.0,1.0,0.3273039022584008,5.168373053719318,0.0,Good
35.0,140952.02380290642,7505.664267945811,12,12.0,12.0,0.0,0.0,2617.035139960642,17.0,Mortgage,Master,Single,3.0,1.0,0.1131908354069011,12.961853065899765,0.0,Good
34.0,15000.0,65018.862114012925,84,2.0,8.0,1.0,1.0,53125.97504625694,9.0,Other,Bachelor,Single,1.0,0.0,0.6498059387552862,19.0761429313361,1.0,Bad
57.0,22710.923778035383,11089.44414797478,48,25.0,19.0,1.0,0.0,8175.6343798506505,33.0,Mortgage,Bachelor,Married,2.0,1.0,0.24130343083243339,2.158607647945857,0.0,Good
36.0,15000.0,8961.348566392837,60,9.0,9.0,1.0,2.0,18021.163504750904,8.0,Rent,Associate,Divorced,1.0,1.0,0.4976353372066168,17.79341986029486,1.0,Bad
41.0,33327.70759504109,13418.913396113952,24,10.0,19.0,1.0,0.0,2452.2933695895413,6.0,Other,Bachelor,Married,0.0,1.0,0.14859511960925423,11.399779091534189,0.0,Bad
44.0,32217.311276915385,19925.866042537753,48,12.0,16.0,1.0,0.0,4175.314341364163,24.0,Own,Associate,Widowed,1.0,1.0,0.20050897172120918,4.079242905935473,0.0,Bad
32.0,20000.0,14691.302717474877,24,29.0,7.0,0.0,0.0,3311.6402943122166,14.0,Rent,Associate,Married,0.0,1.0,0.2824551167694236,8.294571835254924,0.0,Good
33.0,34709.237615751605,2643.301267862782,60,23.0,4.0,0.0,0.0,3958.394016474967,9.0,Mortgage,Bachelor,Divorced,1.0,1.0,0.0873552504234581,13.405158801828636,0.0,Good
59.0,99726.8197226681,6377.208380618327,12,21.0,7.0,0.0,0.0,5226.479772744739,27.0,Mortgage,Bachelor,Single,0.0,1.0,0.30367626553791544,14.183402568797158,0.0,Good
37.0,30448.674612213003,5000.0,84,9.0,6.0,3.0,4.0,8753.967310366786,4.0,Mortgage,High School,Single,0.0,0.0,0.5830440737408733,23.184967869385815,1.0,Bad
70.0,78149.31322886767,4257.02988008397,48,21.0,6.0,0.0,0.0,43224.49948461323,17.0,Rent,Associate,Single,1.0,1.0,0.29264102000966186,5.953385928448231,0.0,Good
72.0,70071.07377222399,11887.99949407687,36,13.0,19.0,0.0,0.0,9481.54942802162,22.0,Other,High School,Divorced,1.0,1.0,0.1639910918428496,12.081621089711861,0.0,Good
48.0,40865.61249476898,7701.229968371143,24,18.0,19.0,1.0,0.0,15379.371741900468,6.0,Own,Bachelor,Widowed,0.0,0.0,0.3980747472092518,9.65353826448617,0.0,Good
56.0,48284.87623296954,24841.34327510096,36,14.0,19.0,0.0,0.0,12622.424410451235,28.0,Mortgage,High School,Divorced,0.0,1.0,0.10088147912711806,4.857190720251012,0.0,Good
41.0,87078.7816622971,16096.727992615663,24,13.0,18.0,0.0,0.0,10226.654718784897,21.0,Rent,Master,Married,0.0,1.0,0.20325655005509252,12.88682546958058,0.0,Bad
30.0,21291.661992785823,25830.855952302227,84,8.0,3.0,6.0,2.0,10434.518661531507,2.0,Other,Bachelor,Single,1.0,1.0,0.8228451833803162,16.087813060273326,1.0,Bad
68.0,68879.07624616848,16108.194005881793,84,23.0,12.0,0.0,1.0,4226.454645333837,11.0,Own,PhD,Married,1.0,1.0,0.224221927783415,13.674268325128914,0.0,Good
27.0,55318.92782512393,13700.586338972935,48,27.0,7.0,0.0,0.0,2543.7932931277155,9.0,Rent,Master,Single,0.0,1.0,0.20641893733396147,11.402308682333924,1.0,Good
25.0,50025.205833075706,3126.478560811195,12,5.0,14.0,0.0,0.0,4195.791398673296,7.0,Mortgage,PhD,Single,0.0,1.0,0.2994992276102169,7.8803277757592385,0.0,Good
74.0,30025.31971248993,12450.443508329003,36,8.0,16.0,0.0,0.0,2681.0511722438723,8.0,Mortgage,Associate,Married,2.0,1.0,0.07223196918718369,11.233387992329948,0.0,Good
29.0,31362.721437786815,6328.544523634113,48,27.0,7.0,0.0,0.0,9880.021843723402,11.0,Mortgage,Associate,Divorced,2.0,1.0,0.05878006776746158,14.008289825686692,0.0,Good
47.0,29904.303762491916,32891.273433647584,48,7.0,1.0,4.0,3.0,10132.546973479642,13.0,Rent,Associate,Single,2.0,1.0,0.7143897724773837,20.95364312323004,1.0,Bad
42.0,15000.0,100000.0,48,10.0,3.0,6.0,1.0,65092.98102968372,11.0,Rent,Bachelor,Married,2.0,0.0,0.3587204091280304,13.377861227979,1.0,Bad
74.0,80681.31710208066,4471.397855793131,36,7.0,11.0,0.0,0.0,4040.913381154956,33.0,Mortgage,Master,Widowed,2.0,1.0,0.16720982653143923,4.98689547882933,0.0,Good
31.0,35958.62214991503,6904.062820088141,12,5.0,13.0,0.0,0.0,4830.392930800832,4.0,Rent,Bachelor,Married,0.0,1.0,0.16828726550764675,14.994443707804175,0.0,Good
23.0,61453.250181466465,6473.801458030191,36,23.0,8.0,0.0,0.0,6796.364022395641,5.0,Mortgage,Bachelor,Married,0.0,1.0,0.07390252603116343,12.568865809806448,0.0,Good
30.0,33331.61167440719,16222.32268977485,48,10.0,1.0,6.0,1.0,17985.332488404034,12.0,Rent,Master,Married,2.0,1.0,0.4082270657932521,12.859596215928303,1.0,Bad
56.0,38468.87154046459,13852.843722822929,72,19.0,7.0,0.0,0.0,1019.7257846351737,6.0,Own,Master,Married,0.0,0.0,0.060692886091997716,10.485982374866243,0.0,Good
24.0,21502.43269980399,15174.55905766979,36,5.0,2.0,9.0,0.0,43001.74679289518,4.0,Other,High School,Married,0.0,1.0,0.48103725021575466,10.461690962657665,1.0,Bad
57.0,40014.38619496182,2830.551250641441,12,15.0,8.0,0.0,0.0,4378.980863068107,23.0,Rent,Associate,Single,1.0,1.0,0.025078204817743626,14.255639953044206,0.0,Good
48.0,34669.74110176782,16921.229877851263,12,7.0,5.0,1.0,0.0,4887.535000376929,22.0,Mortgage,PhD,Married,1.0,1.0,0.09799668786767714,2.5236199355891795,0.0,Good
64.0,15000.0,30674.10080068822,36,6.0,5.0,9.0,3.0,25802.94442772797,9.0,Own,Associate,Single,0.0,0.0,0.7456662721155413,16.20661427290064,0.0,Bad
65.0,44860.89351269656,20083.88096144469,84,18.0,3.0,0.0,0.0,2942.5887758137615,10.0,Own,High School,Married,1.0,1.0,0.11891498036684654,9.046134605272261,0.0,Bad
